ccode,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Shikoku,-1.00154011,3.2734644439999996,-2.672245095,1.185660306,7.2157588310000005,-1.8359153959999999,7.657910405,-2.781601232,,-5.823097695,-2.3606015769999997,-3.7692951210000003,-2.0189276130000002,-2.5443248769999998,-2.883616407
LT,0.10830898900000001,-0.0063089290000000004,-5.2659796860000005,-9.811554415,-10.07007469,-10.47267574,-17.69815981,-12.411687599999999,-8.050474899,-8.103986875,-12.29671211,-10.51813254,-8.977533409,-9.133172464,-3.1157832069999998
HR,0.43515935200000005,1.290324002,-1.077126888,-3.8880225569999998,-9.510955035,-13.46316842,-17.25048338,-14.97492796,-14.70326395,-15.44173156,-12.52154636,-9.158393143,-11.84885024,-3.859383597,-3.198367319
LV,-0.18964589699999998,3.0047000739999996,-2.448237506,-5.555293206,-6.7791288960000005,,,,,,,,,-5.014338145,-3.488978514
BE,-1.783931107,-3.74340424,-9.370530595,-19.73336911,-18.3943337,-16.44245783,-15.93283288,-14.27872165,-11.94178734,-10.61151708,-10.9347015,-7.968287654,-1.226150542,-5.189620685,-3.824567535
Hokkaido,6.385911843,0.20237541899999997,-3.789933827,-0.352324838,-0.11010364,2.137405782,-5.36850367,-2.3393114809999997,,-8.674911007999999,-0.999778011,-7.298548479,-7.0882704279999995,-4.006604762,-4.179538814
Kyushu,-2.357413523,2.304082482,-3.344985883,-0.110206507,3.2551775000000003,-1.834242755,-2.4638929480000002,-6.710236956,,-12.1407073,-5.53658956,-7.834914549,-2.304172908,-4.39378421,-4.724721648
FR,2.9125816380000003,2.233540657,-8.640207731,-20.78893321,-17.70850104,-9.985560538,-22.37286547,-7.485716527,-12.83137192,-9.742635432,-16.90245665,-8.686791221,-1.269043402,-4.3251497180000005,-5.238547152
EE,4.137064307,3.849040647,-3.18891093,-3.6593179019999997,-6.954239027000001,-3.5579469919999998,-5.916238432999999,-11.79077227,-3.8100808560000003,-6.781055827,-9.634751699999999,-13.29933085,-8.477250826,-5.224711641,-5.2616594789999995
SK,3.655287698,0.524893107,-4.3561666830000005,-9.966283714,-17.75730009,-14.92975562,-16.65695217,-15.86095013,-10.95646791,-12.59629234,-9.388801761,-10.61476737,-11.094031900000001,-8.774671802,-5.438720992
BG,0.667158119,6.648812282000001,-2.7372674439999995,2.798172754,-4.205825448,-8.339254746,-18.70671086,-10.84068025,-0.42177887,-7.101710022000001,-10.64151485,-4.628364741,-13.05945447,-10.00237446,-5.89058488
NW,1.6110156480000002,1.9770518769999998,2.031548434,-2.679956279,-0.8419099529999999,-1.40349139,-4.328181246000001,-3.011828335,-0.8831972990000001,-1.6989733269999998,-3.079137764,-0.646976561,-2.567315651,0.846148335,-6.189426173999999
HU,3.3633614919999997,2.440728417,-2.46976809,-2.651043203,-14.07551126,-14.06552284,-14.17480667,-14.15071292,-11.88512883,-13.05699098,-11.09042444,-10.31089979,-11.13141609,-9.262596271,-6.201225046
RS,-3.30747934,6.455208726,4.159398103,0.57265534,-8.161662116,-2.273920499,-7.567347242,-10.21271398,11.70560159,-4.570798337,-3.026759333,-5.123550633,-4.6252355430000005,-1.6007533569999999,-6.2288849310000005
FI,0.8729607140000001,1.524197588,-3.6461270860000004,-0.580058239,-3.552380791,3.09919305,-7.028118912999999,-8.147709022,-6.3769339789999995,-3.6875093189999997,-8.360554745,-8.110989259,-5.498749698999999,-11.99125845,-6.386264603
Kansai ,-3.003871992,-3.158584743,-3.707716586,-3.957284427,-0.5121490329999999,-4.972605625,-4.034106392,-7.870146411,,-14.89267382,-11.45289384,-8.647523843,-8.68748608,-9.73553239,-6.860788073999999
Chubu,0.39461588700000005,-0.36319752899999996,2.217493556,-2.769854206,-3.028229198,-3.46233845,-0.010772331000000001,-0.9971123129999999,,-15.45968191,-9.735952064,-9.137949983,-7.342739442,-10.60232489,-7.454966213
SW,7.684259432999999,2.243745778,3.2548999010000004,-1.9267815190000002,-2.7441649110000004,-3.2787290139999996,4.1326275169999995,1.3718877569999999,1.666913874,-2.061826408,7.240454797000001,3.297088092,4.924931858,11.6208321,-7.465285996
GB,-3.268612172,-2.320170713,0.529616078,-14.41526906,-13.37206503,-11.40924399,-19.2872818,-20.04031949,-17.45342585,-16.09497343,-19.04366261,-15.34117826,-10.40041339,-13.91490524,-7.536865946
RO,-0.170123702,5.163753667,-7.557677091,-5.266722107,-10.830389199999999,-15.18640545,-15.86462054,-23.73520019,-3.7590324489999998,-11.81056497,-12.30040302,-9.383604658,-9.896514543,-9.76605579,-7.654964613
ES,2.112316977,1.297967046,-8.885668831,-14.60596839,-23.65373344,-24.61189898,-15.25278823,-10.64004643,-15.08948875,-15.32818547,-12.94359079,-12.27058864,-8.025565891,-9.645605557,-8.89594232
NL,-5.751746262,-9.40683374,-7.4826392760000005,-23.35406936,-16.96555598,-10.65762113,-21.86676575,-46.14658098,-12.80132168,-23.18925558,-20.41287302,-14.68720847,-14.48866905,-14.03678993,-9.055947355
CZ,3.479719655,4.292731413,-0.971388294,-9.215347106,-11.44038118,-7.685084037999999,-15.20003122,-14.93455524,-10.11239112,-10.46332987,-10.15039223,-10.43159935,-8.137349518999999,-9.322681296,-9.148703031
SR,0.12962843400000001,-3.9741815380000003,-2.634557265,-22.51180141,-24.32658317,-28.58154713,-21.71048713,-21.91426235,-25.49751037,-20.37509668,-15.44111719,-14.58110511,-11.04778347,-0.41915983,-9.613646589
PL,0.44633404299999996,0.49552961100000004,-7.494255962,-12.24001872,-11.09899494,-11.97037709,-16.17706934,-10.65543468,-3.662741975,-8.605945938,-12.077210800000001,-9.841205309,-6.840587387999999,-6.408710297000001,-10.05389514
CAL,12.79805384,14.05087963,13.48515896,0.274031791,-5.401678512,-0.355919937,-7.869808664,-4.58588109,-5.810213173999999,-4.053926275,-4.748292737,-3.4284911719999998,-5.7782794310000005,1.369925135,-10.34982361
Hokuriku,-0.049231334,-1.7497523999999998,-2.022145626,-2.223314404,-1.228093655,-6.299992475,-4.794097771000001,-6.51948921,,-24.55444058,-14.51337927,-5.696029403,-7.263271072,-6.967477437,-11.3532884
SA,-1.2556179090000001,-10.80184834,-14.60732647,-9.949238191000001,-4.97439631,-10.80206008,2.724036107,17.10190684,3.791927742,-11.11890905,-6.744231045,4.168023006,-1.994167246,9.690131009,-12.02764272
IT,0.540279616,-5.694372512,-21.17263914,-29.72328895,-33.50896994,-29.76163281,-28.40655212,-14.58430403,-15.15488056,-14.75812152,-11.53941092,-10.69119997,-11.08468099,-19.55444717,-12.10730537
GR,-0.436502551,-1.640272594,-8.813199865,-0.7792823640000001,-7.8678135629999995,-12.19385439,-12.05873971,-19.60367472,-4.61530918,-13.25524216,-8.790733802,-7.5447632360000005,-12.61188318,-11.28607664,-12.49780475
AT,-3.251943658,-0.843599179,-6.4138322,-20.80215072,-19.75431526,-12.28496984,-14.5099781,-17.20999219,-9.737080396,-12.38817698,-13.52044291,-14.52429872,-13.97830512,-13.53912946,-12.93341651
SI,3.929381167,0.15971843300000002,-9.538639626,-5.653646561,-18.52424413,-21.82294754,-17.11013044,-19.92010172,-13.09819001,-15.13595797,-11.05127494,-10.78687133,-16.63647942,-9.699832251,-13.7289272
DE,-3.503259804,0.572689661,-0.937292212,-8.955368404,-11.65050496,-7.16538591,-12.83282253,-9.420061836,-6.568116484,-14.52972504,-10.99677453,-15.32323408,-8.507288753,-7.331613261,-14.12641543
PT,12.60516702,2.8030797539999996,-4.19951225,-14.49997523,-14.00751091,-14.29356881,-19.82150019,-9.646948429,-15.55928184,-11.01695506,-15.40048743,-12.73983445,-10.17440689,-9.245882843,-15.72943741
UA,-3.858167403,-4.515028206,-13.0832598,-13.4460625,-14.85195857,-15.84582775,-15.52579651,-20.12615894,2.679712645,-15.46942955,-19.40829344,-17.80898695,-13.13418903,,-16.06444896
WR,5.9449940560000005,-5.476763172,8.03532942,-30.79302276,-36.83218232,-32.97582606,-23.42516357,-26.62030016,-25.13497294,-22.877609,-21.01169168,-19.29167496,-16.44360232,-22.685001899999996,-16.59280756
India,0.7505952029999999,-7.885886435,1.991330661,-26.22713408,-29.41838216,-27.78659929,-18.65031637,-23.94662818,-22.98969591,-21.41944106,-16.501514,-15.05578812,-14.40383894,-17.55382925,
Japan,-1.094075672,-0.008268712,-2.18599409,-1.580295275,2.9070882160000004,-6.969189077,-2.060468135,-6.5348948810000005,,-16.400774,-9.002157989,-5.96694568,-8.904788057000001,-5.847906142,
Tohoku,3.046386679,-0.712855088,-1.12329665,2.9154635110000005,-1.842099956,-6.380562661,-2.492575129,2.9863025289999996,,-10.45387911,-6.676579122000001,-3.2765897369999997,-5.680802933,-5.847443133,
Europe,0.41625164592857145,1.309635022142857,-5.195128622357143,-8.71393097417857,-11.552403070714288,-10.088990047962964,-13.594580884666664,-12.52637109448148,-7.440869756814815,-9.451275490037037,-10.947126993259259,-10.243632708,-7.206128011296297,-7.301444726185186,-6.884333254357143
Australia,-1.9873970710000002,-7.2637187125,-11.115244969749998,-5.014780276250001,-5.5445384,-5.919683041500001,-3.5156969885000002,3.723308503000001,-4.406651796749999,-7.541307698,-6.8106923035,0.5957740787500001,-3.506832099,-0.7010613007500003,-2.68848953825
USA,-0.5530914598333334,0.38966154633333333,-1.9103158124999997,-4.6541954856666665,-6.907304692666666,-6.005031005416666,-4.67205327575,-4.04345978475,-6.5157765434999995,-6.742788448250001,-5.313996856916668,-6.04300006925,-3.5613290609166666,-1.6962969374166665,3.81742518125
Centre,2.95,3.92,-1.36,0.01,-9.3,-9.66,-5.31,-9.81,1.44,-9.56,-7.57,-5.87,-8.82,-7.4,-4.11
East,4.56,3.29,7.8,6.85,1.88,4.61,0.74,-1.23,5.06,-0.21,0.95,2.1,0.48,0.34,2.13
Northwest,3.65,1.86,-1.03,1.48,-9.72,-5.28,-3.58,-6.73,-0.39,-6.36,-5.01,-4.37,-7.86,-11.09,0.0
Siberia,1.0,-0.25,2.76,0.52,-0.57,0.38,1.01,0.28,-0.22,-5.1,0.08,-0.85,-2.89,-3.55,-3.05
South,-0.98,-0.05,-0.45,2.26,-7.96,-11.45,-3.29,-8.7,0.23,-3.07,-5.71,-5.73,-10.08,-18.99,-11.74
Urals,0.25,0.37,-0.34,-1.09,-4.99,-2.83,1.16,-1.6,0.38,-11.34,-6.28,-7.45,-9.08,-10.54,-6.07
Volga,-0.61,0.82,-0.68,-0.52,-15.36,-11.28,-4.09,-8.09,2.25,-14.32,-15.08,-8.4,-12.91,-9.34,-9.85
Russia,1.0519999999999998,1.3840000000000001,-0.772,0.42800000000000005,-9.466000000000001,-8.1,-3.022,-6.986,0.7819999999999999,-8.930000000000001,-7.93,-6.364,-9.75,-11.472,-6.354000000000001
