ccode,10,11,12,13,14,15,16,17,18,19,20,21,22,23
AT,-3.251943658479945,-0.8435991785220978,-6.413832199787819,-20.802150721873645,-19.75431526471408,-12.284969844089872,-14.509978103782913,-17.20999219401753,-9.737080396450636,-12.388176979249394,-13.520442907613955,-14.524298720058553,-13.97830512283143,-9.233106296295404
BE,-1.7839311065661008,-3.743404239911314,-9.370530595190942,-19.733369106974138,-18.39433370280814,-16.442457828784214,-15.932832877745085,-14.278721646685042,-11.941787338131519,-10.611517082038773,-10.93470149883666,-7.968287653684186,-1.2261505418453424,-4.680129019594062
BG,0.6671581194255225,6.648812282293548,-2.7372674444603717,2.798172754394585,-4.205825447828133,-8.33925474644117,-18.706710862705577,-10.84068025122022,-0.42177887014688054,-7.101710022472872,-10.641514854988955,-4.628364740807882,-13.059454471446557,-7.1702380382320285
CAL,12.798053837541758,14.050879625899995,13.485158962351562,0.2740317910262746,-5.401678512364654,-0.3559199372992623,-7.869808664402456,-4.585881089785431,-5.810213174027993,-4.053926275399149,-4.7482927366518055,-3.4284911720763347,-5.778279431302678,-0.8238710293361038
CAR,1.0037518336139897,0.5901879342050478,-8.692956346345326,-8.46982808278311,-9.251631903773003,-10.681579044943561,-6.836785141654843,-5.515666588213307,-7.164974966991508,-9.065860504964832,-3.577199133486914,-2.3432443403486047,1.052548350709742,-7.216652597883808
CENT,-7.915786110499894,-0.9571959298049819,-2.637989391926112,-1.0215425949705548,-10.347917522422208,-3.2226124725784047,-0.36936070959700373,-8.002851970238993,-9.748838800351692,-7.25621956045093,-4.037425537679454,-14.279164644091551,-6.5220243720281985,0.5104185469077009
CH,-10.096479716748846,-6.570598752481786,-10.573341123044187,-14.41446090411226,-12.169359341067661,-11.894307752846842,-14.10184996923752,-5.022359676044047,-1.32167741820966,0.41949115451829755,4.645821985775498,-4.580607350944973,2.7790267304186926,9.549871699611685
CZ,3.4797196547621496,4.292731413436883,-0.9713882937510476,-9.215347106139404,-11.440381178640962,-7.685084037725957,-15.200031221094022,-14.934555243058966,-10.112391123243597,-10.4633298679491,-10.150392232845462,-10.431599345005964,-8.137349518595698,-9.265898851543724
Chubu,0.3946158873874879,-0.3631975285248217,2.2174935560344835,-2.7698542056694464,-3.0282291982922516,-3.4623384495721865,-0.010772330513560746,-0.9971123126857862,,-15.459681905937003,-9.735952064086888,-9.137949982560926,-7.342739442354016,-10.060780991178277
