ccode,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
India,0.7505951999999999,-7.88588646,1.99133068,-26.22713408,-29.41838218,-27.786599300000002,-18.65031638,-23.94662816,-22.989695899999997,-21.41944106,-16.501514,-15.05578812,-14.40383892,-17.08264992,-9.8449977,-5.06749838,-7.63187492,-2.98979152,-5.40036196,-2.4932618,-5.97144032,2.17836918,0.27001482,-0.27036875,-3.79525686,-5.80982644,-1.84516426,1.83838142,3.29068984,5.61447404,10.82560037,10.36395165,3.93943905,7.928339985,15.2049385,6.966294512,5.648934811
MIDA,-3.34781626,-4.65067614,-9.22037456,-5.8986162,-10.69302798,-10.2264649,-8.8634374,-2.55700738,-8.188585799999998,-7.66450278,-5.22908018,-14.430215900000002,-9.85226748,-3.60070804,1.37638012,-16.07671342,-3.14627768,-6.354418467,1.82097958,-3.30102048,6.7752591,3.27848508,-3.9170224,1.61662394,-12.85667976,3.79520622,4.1668635,0.048178925,8.73554002,-9.87430662,-10.00945598,-2.483067367,-3.816474716,-0.6819218840000001,0.032830983,6.833140742,-17.13050848
SR,0.12962842,-3.97418154,-2.63455728,-22.5118014,-24.32658318,-28.58154714,-21.71048712,-21.91426232,-25.49751038,-20.3750967,-15.441117199999999,-14.58110508,-11.04778344,-9.91035114,-15.12008382,-9.92795398,-9.89547434,-11.62767632,-10.18761184,-11.42566268,-11.64906244,-7.86631758,-2.5840224999999997,-5.81363155,-5.089634875,-7.98538628,-4.2050774,-5.49487566,-8.34524288,-1.18604634,-3.3098178,4.637958319,-0.452550091,3.350746716,13.01699465,5.229984878,0.07153664400000001
Hokkaido,6.38591186,0.20237542,-3.789933867,-0.35232482,-0.11010364,2.1374058,-5.36850364,-2.33931148,,-8.674911,-0.99977804,-7.29854848,-7.08827045,-1.83378486,-1.72238264,-0.69942708,0.30815272,-4.48989944,-0.54715358,-3.21311535,-0.6580183000000001,4.29121138,-8.16798168,-12.43462987,-8.713412975,0.0837584,1.92405086,3.99773124,3.186958375,3.6446254999999996,-3.48890154,-2.697700915,7.434447045,4.13117269,3.229483316,4.3888453069999995,-0.21677646399999997
Tohoku,3.04638668,-0.71285508,-1.123296667,2.9154635,-1.84209998,-6.3805627000000005,-2.49257512,2.98630254,,-10.4538791,-6.6765791,-3.27658974,-5.68080294,-4.22522032,-1.07641722,-1.73114146,-5.37400246,-4.57209988,-2.47689808,-8.772346125,-4.211228567,-1.48302776,-12.87696508,-4.550016833,1.778595225,9.19610582,5.4738228,1.84091206,-1.442091475,-1.707576467,-4.2002302,-0.060891231,0.090566269,3.31118036,-0.619004845,4.287408795,1.002140606
Chubu,0.39461588,-0.36319754,2.2174935330000003,-2.7698542,-3.02822918,-3.46233844,-0.01077232,-0.99711232,,-15.459681900000001,-9.73595206,-9.13794998,-7.34273945,-8.34099964,-2.89975674,-5.25776832,-3.60450566,-10.72069674,-8.56681158,-7.053386525,-4.9740041669999995,-7.87149486,-10.13182686,-14.9447856,-10.35808215,6.66430892,9.35939506,4.31068894,-3.676212425,0.6889611,-5.37811938,1.20621147,-3.3232087389999996,-1.018089748,-0.768222216,3.709274423,3.094675643
Northwest,3.62,2.67,-1.19,1.84,-10.58,-4.78,-4.18,-8.74,-1.12,-5.28,-7.01,-6.53,-7.44,-12.93,1.34,-3.49,-0.75,-1.43,-0.18,-3.83,-6.48,5.17,0.61,-5.78,-5.28,-5.01,-2.52,-5.46,1.93,2.7,-2.57,1.69,-1.78,-2.73,5.61,3.3,-3.61
Hokuriku,-0.049231300000000006,-1.7497523999999998,-2.022145633,-2.22331442,-1.22809366,-6.29999248,-4.79409776,-6.51948922,,-24.55444055,-14.51337928,-5.6960294000000005,-7.2632711,-9.91584274,-11.23479282,-8.33282054,-6.526613200000001,-5.13493318,-1.3613555,-5.017144225,1.356313967,-7.77170638,-2.8652717,8.624959132999999,3.9835093999999995,-0.21069298,-5.84124014,-7.86904406,-3.507366075,-7.119059533,-5.93795086,-2.281961257,-0.057411054,3.0718807889999997,-2.025669219,2.439647386,0.360156262
DK,-0.06267726,3.35095236,-0.35800676,-6.38020832,2.52680448,5.2054204330000005,0.7419701999999999,-2.947688125,0.51708442,-0.6072788,-3.191321675,-4.808950725,7.1703117,6.159877725,-0.9043856,2.75385946,0.39552938,-0.15225954,-1.10192514,-0.20395304,0.16814189999999998,-0.19386138,1.01238822,6.898996899999999,5.418276225,-0.8260332,1.9654789000000001,0.40174842,4.052275,-1.1245126,0.17735998,2.632581982,0.014464645,1.625402772,6.632433234,2.228492734,3.869985165
LT,0.10830899999999999,-0.006308933,-5.26597968,-9.81155442,-10.07007468,-10.47267574,-17.6981598,-12.411687599999999,-8.050474900000001,-8.10398688,-12.29671212,-10.51813254,-8.97753342,-8.995548699999999,-3.1429597,-6.68696588,-6.8414770670000005,-1.75085736,-2.382886125,-2.97565934,-2.30696146,-0.82495872,-1.34584298,1.1766836,-2.77051655,-3.97812232,-0.95586152,0.97327962,3.3309697,2.56786004,-4.54428754,-0.9667354770000001,0.836261006,0.054789015,7.366229424,1.9689530919999998,-4.451843901
GR,-0.436502525,-1.640272575,-8.81319986,-0.779282367,-7.86781356,-12.193854400000001,-12.0587397,-19.6036747,-4.61530915,-13.25524216,-8.79073382,-7.54476322,-12.61188316,-11.2177173,-11.90242242,-13.692887300000002,-7.0493644,-7.91130454,-7.72236268,5.41890636,-0.11200148,-8.29750758,1.73128958,-8.975331925,0.173120375,-1.27427998,1.74128542,-3.79494672,-5.03847526,-3.65378762,-4.76123038,0.24799459699999998,-3.401463889,-0.48232159399999996,-3.168569875,1.827341968,1.291583121
NSW,0.89546348,-9.663260975,-11.68146724,-2.63029796,-8.73680698,-3.37760585,-9.866516875,-1.38204356,-6.4653236,-8.503399125,-4.36715576,0.62135938,1.8407115,-5.1323101,4.84308435,2.25090302,-4.999656900000001,-6.613021799999999,2.47757406,6.22193366,-2.91055438,-0.35539712,2.06895378,6.751598925,1.188267975,-11.769764,-5.77149108,-0.13116236,-9.6181648,-5.68539418,-4.5228371,0.441359382,-2.949960743,0.40194077799999994,-1.85237128,1.7503672319999999,-4.602850553
Kansai ,-3.0038720000000003,-3.15858472,-3.707716567,-3.95728442,-0.51214902,-4.9726056,-4.0341064,-7.8701464,,-14.8926738,-11.45289384,-8.64752384,-8.6874861,-7.15235634,-2.73968282,-4.78711544,-4.41951986,-3.93234552,-3.3944818999999997,-8.920664225,-0.5660065,-3.0020321,-0.0060104,10.30231517,-3.965422775,0.88377936,0.48151422,-3.4099197999999995,-2.2494228,1.763655533,-5.65256392,1.701728211,-0.562076657,-2.1365250540000003,-3.0444918380000003,1.5509716740000001,1.372318559
SA,-1.25561792,-10.80184835,-14.60732648,-9.94923818,-4.9743962999999995,-10.80206008,2.724036125,17.10190684,3.79192772,-11.11890905,-6.74423106,4.168023000000001,-1.99416724,-2.41854198,-18.66164215,11.36873586,2.28297546,-6.22428758,-7.60121378,-23.34972894,-10.3778531,-13.77698004,-18.95587832,28.2560978,7.8139061000000005,5.14591274,-19.533775100000003,-1.91824396,8.4207597,12.50461068,3.07094358,10.12818481,18.63230938,1.192972076,6.557848732999999,1.5195915119999999,-1.022159772
TEN,-4.24760744,2.23396056,-6.33501682,-9.08314962,-11.58442284,-9.80673742,-3.90050414,-2.3894226,-3.52456266,-8.01997498,-6.23508952,-3.4951635000000003,-4.6756379,-7.70388292,-3.37194684,-3.36927996,-1.38976134,0.987535133,-2.74039694,-2.84916042,-1.597748,-0.37141134,-0.21564364,0.6339143,0.72007818,-0.2601909,2.9444737,1.39921165,2.49460526,-3.11594472,-0.6944078,-1.189005324,-0.7138136070000001,0.330760493,2.039820646,1.4913691130000002,-5.314641288
TEX,-3.33984024,0.6980244000000001,2.30769646,0.52512026,-0.28197864,1.55685648,-2.6706564,-6.71278002,-9.76504012,-5.7923769,-4.7246121,-13.09839732,-8.8882483,-7.24051952,-4.24016584,1.49305746,-3.25635114,-0.941856267,0.43333718,-4.5506917,-0.09323496,3.32896846,0.7352135000000001,1.1684691999999999,-1.81886324,-3.98615162,7.125231675,4.773329599999999,4.006677900000001,0.32538694,-2.86328496,-1.242297295,4.229718417,13.231706400000002,4.311526402,1.485027452,-0.8230271990000001
East,5.38,4.09,7.24,6.54,1.9,4.7,0.98,-2.2,4.4,0.94,-4.86,0.72,8.31,-7.72,8.87,-4.19,-1.0,11.44,-12.31,8.53,5.15,4.43,-13.61,-0.05,-4.25,3.58,-3.55,6.14,10.14,2.77,0.83,-4.3,-5.09,-2.3,-3.69,1.46,2.41
RS,-3.30747934,6.45520872,4.15939808,0.57265536,-8.1616621,-2.2739205,-7.56734725,-10.21271397,11.7056016,-4.57079834,-3.02675934,-5.12355062,-4.62523556,-1.16856132,-6.65975822,-7.10000024,-4.5397502,0.84909024,1.02876826,-0.68406542,-3.43824126,-3.95023228,-2.97448578,3.9219379,0.9061475,-2.89121896,-0.78185984,1.4292917,6.86659408,-0.12232894,-0.77212714,-0.05404636,-0.128753125,-1.7823482730000002,7.140129233,1.257459204,0.015002999
HU,3.36336148,2.440728425,-2.4697681,-2.6510432,-14.07551126,-14.06552285,-14.174806699999998,-14.150712900000002,-11.88512883,-13.056991,-11.09042444,-10.310899800000001,-11.1314161,-7.73783855,-6.354740325,-7.21849586,-7.28427058,-3.32705342,-2.54433876,0.7893486999999999,-2.27811014,-2.2786452,0.19843418,-0.7084295999999999,-2.687356533,-7.69148418,-4.84692854,-1.74872382,1.6284442,-1.28996868,5.060976999999999,1.3590197819999998,5.460177387000001,0.677547518,2.561175758,1.249281368,2.583154795
EE,4.1370643,3.84904064,-3.18891092,-3.65931792,-6.95423904,-3.557947,-5.916238425,-11.79077226,-3.810080867,-6.78105586,-9.63475168,-13.29933086,-8.47725084,-4.84735734,-5.35985304,-2.86731686,-5.4295568,1.90922368,-0.09188864,-5.97283738,-6.94595572,-4.40600672,-5.43012168,-3.285164225,-7.970132400000001,-8.51565706,-2.5211472,-2.92929582,4.11577596,0.875914,-0.06697576,-1.3796479959999999,-5.613986227000001,-4.034548534,6.398174184,1.1985166729999999,-1.757206695
HR,0.43515934,1.290324,-1.07712688,-3.88802254,-9.51095504,-13.46316844,-17.250483399999997,-14.97492793,-14.70326393,-15.44173156,-12.52154638,-9.15839314,-11.84885024,-3.74367836,-5.1662346,-9.639675125,-8.12648955,-6.73202656,-9.50649608,-2.44286362,-4.84450354,-5.74380878,-1.7908909,-2.4406102,-3.0901313999999998,-6.29875664,-7.516793700000001,-2.28671238,-1.59930594,-4.014643799999999,-2.14163266,-1.436985322,1.773096105,0.598911698,2.7294174989999997,0.985416801,-2.522046898
Japan,-1.09407568,-0.00826872,-2.1859941000000003,-1.58029528,2.90708822,-6.96918908,-2.06046814,-6.53489488,,-16.400774,-9.00215802,-5.96694568,-8.90478806,-7.23297456,-1.96292114,-3.2902207000000003,-4.37956194,-3.76878656,-0.93398474,-6.115695875,-1.835827933,-5.03740854,-6.03352698,2.7076679,0.27404575,4.22901542,4.21195854,0.57963836,-1.201597325,-3.303718633,-7.75263312,-1.630892655,-1.4802248980000001,-0.34354590799999996,-2.164671942,0.9218041290000001,0.55557654
FI,0.87296072,1.5241976000000002,-3.6461271,-0.58005824,-3.5523808,3.099193075,-7.0281189,-8.147709025,-6.376933999999999,-3.68750932,-8.36055474,-8.11098925,-5.4987497,-11.17532472,-6.24437704,-1.423842975,-0.3064653,0.53655874,-4.18889248,-2.78496972,-5.99887548,-2.38986358,-3.2827037000000003,-4.994746275,-6.53953625,-7.97457534,-5.63704632,-3.20680178,1.31200148,0.50527842,1.5333794,-0.096053654,-5.279863602,-4.613363189,6.854833757000001,0.66332545,-1.060058409
CAR,1.00375182,0.59018794,-8.69295634,-8.46982808,-9.25163192,-10.68157906,-6.83678516,-5.515666599999999,-7.16497496,-9.06586052,-3.57719912,-2.34324434,1.05254834,-6.03537972,0.48787308,-4.02412682,-0.91372238,3.3145394999999995,-4.2905136,2.95380944,-0.01243182,-0.42381062,0.50075636,-0.43633494,-2.99931202,0.39856614,0.245202375,-1.296727875,-1.51368618,-3.35568868,-1.58927112,-2.9582977319999997,1.4802592190000001,-6.811755645,-1.437116439,0.575574354,-2.8992665
IE,1.55577686,3.18804418,-7.389415232999999,-1.4182611999999999,-9.2215656,-10.8210847,-15.87849822,-11.51768395,-13.86898874,-7.697517200000001,-12.60844076,-6.03567698,-5.46711308,-5.509856775,-2.20171028,-0.26858906,-1.36272662,0.8752745000000001,-2.00064236,0.28090536,0.11749186,-1.3926815000000001,,1.9436962,3.7953622000000005,-0.16676636,2.4668026000000003,2.24073132,4.33051102,-1.46201168,1.26846692,2.290141797,2.991516002,1.5851014159999999,-0.672111989,0.22296706,2.92092204
CZ,3.47971966,4.292731400000001,-0.97138828,-9.21534712,-11.4403812,-7.68508405,-15.20003123,-14.93455525,-10.1123911,-10.46332987,-10.15039222,-10.43159932,-8.1373495,-9.329417800000002,-8.99770836,-6.61430636,-5.74650154,-1.288549525,-4.055415075,-2.50695678,0.8943496,-2.50113158,-6.87187074,-0.56794805,-2.407865925,-4.26287666,-2.36596792,-0.41355216,2.78867812,-0.59692438,1.38827385,-2.1930878590000003,0.735227263,0.7632100629999999,4.875695442,0.102795502,1.887664449
Europe,0.40417960482142856,1.3164684850714288,-5.18916328617857,-8.67725833525,-11.464701067142856,-9.788731088642857,-13.31164502635714,-12.414808498928569,-7.386410125285716,-9.36460075092857,-10.906134147678571,-10.160489157499999,-7.128523348214285,-6.29164786314815,-6.736783013928571,-6.506813726249997,-6.25485231775,-4.122151439642857,-3.8720601549999993,-2.283696654464286,-2.9378379932142855,-2.4154696635925923,-2.7750960776923077,1.4713386705555556,-1.4955486612222229,-4.420973040000001,-1.9223625744444444,-1.1427937681481484,1.7445750707407408,-1.2374423727777784,1.2043454992307694,0.5745904307407406,-1.2067707659629632,-1.083231415703704,3.2990111799999995,0.1017745272222224,-0.5211429430740743
Centre,3.54,5.12,-1.07,0.38,-9.52,-10.14,-5.53,-11.91,1.28,-9.96,-9.46,-9.07,-10.51,-9.36,-3.74,-5.15,-3.88,0.44,8.62,0.04,-4.82,8.98,4.19,-4.18,-6.13,2.93,1.02,-4.79,1.6,-1.02,-4.53,1.18,-0.9,-0.28,3.76,-0.09,-0.77
Australia,-1.98739708,-7.263718718750001,-11.11524497,-5.014780275,-5.544538395,-5.919683045,-3.5156969937500007,3.723308500000001,-4.40665181,-7.541307693749999,-6.810692305,0.5957740800000002,-3.506832085,-4.64694967,-4.225350174999999,1.4952443450000001,-2.719371475000001,-3.706960935,-0.7217846800000002,-6.671450555,-2.3291332650000003,-4.984673389999999,-5.61435816,6.0461396999999995,-0.7823662562499996,-4.380972345,-10.08850404,-3.8661026849999995,-0.8772828250000005,-1.482145685,-4.23868742,1.7055667502500003,1.4054984457499997,-1.7929775099999998,-1.7532585312500002,-0.22319861725000018,-2.58703512025
GB,-3.26861216,-2.3201707000000003,0.52961608,-14.41526906,-13.37206502,-11.409244000000001,-19.28728177,-20.04031948,-17.45342586,-16.09497343,-19.04366264,-15.34117828,-10.4004134,-11.99295212,-3.43763786,-14.66092158,-21.07852318,-7.15560478,-7.54924128,-15.89516772,-9.57766176,-4.74798848,-6.43882402,-5.833275700000001,-3.49922212,0.14882635,3.146965075,0.42024456,-5.98509726,-6.12466914,9.55916444,0.896579437,-4.926025796,3.809503345,4.672250879,-0.279198614,0.305197996
PL,0.44633404,0.49552959999999996,-7.49425596,-12.240018699999998,-11.09899494,-11.970377099999999,-16.17706933,-10.65543467,-3.6627419999999997,-8.60594592,-12.077210800000001,-9.84120532,-6.84058738,-6.74099406,-10.45358538,-1.9118532,-4.059319,-1.80186084,-1.5808581,-1.66586982,-2.23993018,-1.95390872,-3.6525284,4.1999612,0.73447525,-3.11781926,-0.32219716,-1.49376354,4.26099072,2.45851124,2.58824292,1.453465719,3.6462591,-0.18170579399999998,7.297760253,-0.355170992,-2.531958586
DE,-3.50325978,0.57268966,-0.93729222,-8.95536842,-11.65050498,-7.1653858999999995,-12.83282253,-9.420061825,-6.568116467,-14.52972504,-10.99677454,-15.32323408,-8.50728875,-7.394862175,-14.080523999999999,-2.68364878,-7.51188312,-8.12496642,-3.78545088,-5.23356488,-4.19249588,-5.62012596,-6.69381654,-1.418538575,-3.85996,-0.18475034,-1.23061434,-2.9917254,1.13590034,-2.51089848,3.058877,3.3021691389999996,-5.252124598,-0.124756147,13.90138072,-0.378505375,-1.7959993159999998
Tokyo,-0.07419512,1.8061764999999999,-1.0691375,-2.55966554,7.34124602,-4.16032172,-1.58190452,-5.66877928,,-15.04984585,-10.89700166,-5.37020282,-8.0043192,-7.17061404,-3.74119796,-0.04857436,-4.91689106,-4.61475004,-3.49433552,-0.39258655,-3.065843033,-4.39160424,-2.69332474,3.4945413,-2.4658192999999997,2.8062572,4.47170812,2.7547903,-5.2223191,-3.6426684330000003,-6.1063035,-1.9940395290000001,-2.487006919,-0.072751698,-1.9044530380000002,-0.602965189,0.504603449
PT,12.60516702,2.80307974,-4.19951224,-14.49997522,-14.00751092,-14.29356883,-19.82150017,-9.646948425,-15.55928183,-11.016955099999999,-15.40048745,-12.73983446,-10.174406900000001,-8.55628306,-14.8210212,-6.6789744,-5.84178812,-6.575841400000001,-4.06161848,-0.62912958,-1.86472626,2.72868622,0.71384858,5.028627575,-0.454377325,-1.1575476,-5.6199118,0.5892656999999999,-0.40365244,-0.42810328,-5.26406635,-1.6596339619999998,-2.680273369,0.33685370600000003,-5.4452973579999995,-0.613886932,-2.8632365319999997
FLA,-4.618062999999999,-1.14254408,-1.06431844,-3.6894682,-4.43443542,-3.35978196,-0.65345208,2.49370864,-3.33167864,-4.29492108,-11.66445244,-4.28630896,-0.89470334,-1.08339292,-1.0404938,4.60450848,3.74120374,5.5033864999999995,-0.70568924,-1.7314072,-3.16041264,3.12107038,0.45684124,-1.46673396,8.0242431,2.75898348,9.769740475,2.680703725,2.22066226,3.68062242,8.64709386,-0.017771661,-4.0736128460000005,-4.853552166,7.607231641,-0.724679354,-1.732482153
SK,3.65528768,0.52489312,-4.3561667,-9.96628372,-17.757300100000002,-14.92975563,-16.6569522,-15.86095013,-10.9564679,-12.59629237,-9.38880174,-10.61476736,-11.094031900000001,-8.62819948,-5.58188756,-8.05377682,-5.96227504,-3.371774275,-2.28892036,-2.76672012,-0.09432019999999999,-2.61211468,-4.804535,-0.325306475,0.17835589999999998,-1.7552506,-4.440019475,0.67544546,0.18898525,-1.7460898999999999,2.39156802,-0.701973712,1.6747462519999998,-0.839522832,4.270128157,-0.79833124,1.8759901159999999
MIDW,-3.12893276,-2.85056338,-5.92351618,-7.64149764,-10.78838182,-9.09018236,-7.40785172,-6.74965088,-12.81238598,-9.46489754,-6.26830982,-5.71152236,-3.68020938,-5.86113752,-1.69194356,-3.39547652,-6.76780526,-3.0460832000000004,-0.04922198,-8.49459308,-5.0268889,4.19110192,-6.18139558,2.4672895,-2.81895492,4.19825058,7.604226725,-8.399503,-1.01588574,-4.69770242,-5.85151642,-4.389771302,-3.684295538,0.18787647300000002,-1.869439273,-0.894702999,-4.597831509
ES,2.11231698,1.29796704,-8.88566882,-14.6059684,-23.65373346,-24.61189897,-15.25278825,-10.64004642,-15.08948877,-15.32818548,-12.9435908,-12.27058864,-8.0255659,-9.77937584,-8.90292528,-8.14826742,-5.1563517,-4.42728168,-3.7829028,-2.0087085,-4.35746346,-0.18005088,-4.66561364,5.03876715,-3.13925475,-2.81375652,-7.27858418,-1.15621474,-0.088423,-3.23831294,-5.041047900000001,-2.742851843,-1.600462239,0.980941446,-4.408865203,-0.924847827,-4.76030802
Siberia,0.78,-0.98,3.4,0.09,-0.14,0.95,2.67,2.47,1.58,-6.94,2.66,0.91,-2.85,-4.55,-4.67,-2.04,-0.21,2.08,-1.65,-0.61,-0.27,-4.0,-0.93,4.18,1.95,-1.85,3.48,-1.07,-2.26,-0.09,-0.69,-0.77,-2.34,0.17,-2.63,-1.09,2.91
VIC,-4.51379012,-1.3107001,-10.07415234,0.49625656,-3.50026762,-1.644371425,0.29142965,4.59351546,-9.5536842,-6.1945976,-5.44888892,-1.88919824,-7.76055954,-3.41920656,-0.417218175,-3.54884656,0.15663386,1.7719203000000001,3.48364132,-7.27044948,-2.58283004,-1.61839954,-3.47276916,-3.8870511,-6.5307663,-0.49220214,-9.53585664,-12.493322099999999,2.55023212,-6.88886592,-8.71139752,4.85753325,-5.4392102,-4.195132978999999,-6.333569057,-1.107552137,-0.36221756899999996
RO,-0.17012372,5.16375368,-7.557677099999999,-5.26672212,-10.830389199999999,-15.18640548,-15.86462052,-23.735200199999998,-3.75903245,-11.81056496,-12.30040302,-9.38360464,-9.89651456,-9.2851183,-7.5210953,-8.359726925,-7.7942719,-6.78110342,0.39911228,-2.4571968999999996,-3.42383048,-4.6119968,-1.4249450000000001,1.2142586000000002,-1.9550756,-4.178484399999999,-1.8187171000000002,-0.97357496,1.52037398,-0.31328574,1.89640878,3.644041824,1.584195007,-2.604285841,2.05868631,-1.621532026,0.23361069899999998
Kyushu,-2.35741354,2.30408248,-3.3449858999999997,-0.11020652,3.2551775000000003,-1.83424276,-2.46389296,-6.71023696,,-12.1407073,-5.53658954,-7.83491454,-2.3041728999999997,-7.5488601,-2.22881798,2.94943568,-0.98887922,-1.6120434,-0.43245694,-1.2129941,1.4667777,0.1729255,2.91887408,2.2186216,0.011196075,2.30612048,5.04710218,-0.93153902,-0.213505725,5.420852732999999,-8.55597766,-3.985165173,-3.236507913,-4.316749538,-1.3520986000000002,-1.9246030459999999,0.476586167
USA,-0.5530914583333333,0.3896615483333332,-1.9103158133333336,-4.654195485,-6.907304691666667,-6.005031005000002,-4.672053275000001,-4.043459781666667,-6.515776541666667,-6.742788448333332,-5.313996855000001,-6.043000066666667,-3.5613290650000002,-2.824213471666667,-1.577324665,-3.8107071949999995,-2.4984082266666667,0.3181981832499997,0.7949834716666667,-1.9976054749999996,-0.31213693833333345,-1.364080013333334,-4.363076824999999,-0.24448999833333337,-2.40116468875,0.9737170716666665,0.625560270416667,-0.31124861833333345,-0.8917976850000002,-3.94196676,-3.6351952799999996,-2.2188688574166666,-2.273782144,-0.7791332851666666,-0.7059394284166666,-1.9782305903333333,-6.4717615305
CAL,12.79805384,14.05087962,13.48515896,0.27403178,-5.40167852,-0.35591994,-7.86980868,-4.58588108,-5.81021316,-4.05392628,-4.74829274,-3.42849116,-5.77827944,-1.67510186,-0.09415468,-2.9562063,-8.79181966,-3.4039432,-0.18332174,-3.4040995,-8.315816700000001,-11.29428838,-6.02160864,-3.07038012,11.35534324,6.9713129,-11.80442283,3.435081925,-7.93719078,-2.58155382,-8.12358626,2.614374364,-5.675843525,1.768760801,-5.64430058,-2.058622087,6.1298252820000005
NY,-0.07387024,-3.55684236,-5.0002047,-10.05508104,-10.80418178,-11.26328208,-9.87122562,-5.39383936,-9.07682714,-10.1685576,-8.71555304,-6.90762044,-1.98325172,-9.487449900000001,-10.59162534,-9.85588792,-3.27709518,0.6767373000000001,1.18724504,-6.28786702,-5.57340742,-8.15886506,-9.93757956,-1.57161336,-7.7785622000000005,-5.97729396,-2.760688675,-0.149707175,-4.27529918,-6.41833462,-3.22645142,-4.11895122,-3.3516340839999996,-2.8149681739999997,0.9353770840000001,-2.157103573,-7.791652331
